Tarih,Kategori,Bölge,Kanal,Müşteri Segmenti,Birim Fiyat,Adet,İndirim Oranı,Net Ciro,Kâr
2023-01-02,Kitap & Kırtasiye,Marmara,Web Sitesi,Kayıtlı Müşteri,169.01,1,0.0,169.01,33.8
2023-01-02,Kitap & Kırtasiye,Ege,Mobil Uygulama,Kayıtlı Müşteri,115.44,1,0.05,109.67,21.93
2023-01-02,Kitap & Kırtasiye,Marmara,Mobil Uygulama,Kayıtlı Müşteri,122.56,1,0.05,116.43,23.29
2023-01-02,Elektronik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Yeni Müşteri,12000.0,1,0.0,12000.0,1680.0
2023-01-02,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,3702.0,1,0.0,3702.0,518.28
2023-01-02,Giyim,Ege,Mobil Uygulama,Kayıtlı Müşteri,224.76,1,0.0,224.76,71.92
2023-01-02,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,1651.23,1,0.0,1651.23,429.32
2023-01-02,Elektronik,İç Anadolu,Web Sitesi,Yeni Müşteri,5712.59,2,0.0,11425.19,1599.53
2023-01-02,Spor & Outdoor,Karadeniz,Mobil Uygulama,Yeni Müşteri,2401.83,1,0.1,2161.65,475.56
2023-01-02,Ev & Yaşam,Ege,Mobil Uygulama,Kayıtlı Müşteri,2143.71,2,0.0,4287.42,1114.73
2023-01-02,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Yeni Müşteri,2660.2,1,0.0,2660.2,691.65
2023-01-02,Elektronik,Doğu & Güneydoğu Anadolu,Web Sitesi,Sadık Müşteri,3278.85,1,0.1,2950.97,413.14
2023-01-02,Elektronik,Karadeniz,Web Sitesi,Kayıtlı Müşteri,10214.02,1,0.05,9703.32,1358.47
2023-01-02,Elektronik,Marmara,Mobil Uygulama,Sadık Müşteri,4846.61,1,0.0,4846.61,678.53
2023-01-02,Spor & Outdoor,Ege,Web Sitesi,Sadık Müşteri,1727.88,1,0.0,1727.88,380.13
2023-01-02,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Yeni Müşteri,1058.32,1,0.0,1058.32,275.16
2023-01-02,Kozmetik,Ege,Mobil Uygulama,Kayıtlı Müşteri,253.91,1,0.05,241.22,91.66
2023-01-02,Giyim,Marmara,Web Sitesi,Sadık Müşteri,672.89,1,0.0,672.89,215.32
2023-01-02,Giyim,Marmara,Mobil Uygulama,Kayıtlı Müşteri,803.86,1,0.0,803.86,257.24
2023-01-02,Giyim,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,451.64,1,0.05,429.05,137.3
2023-01-02,Kozmetik,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,376.7,1,0.0,376.7,143.15
2023-01-02,Kozmetik,Karadeniz,Mobil Uygulama,Yeni Müşteri,355.74,1,0.0,355.74,135.18
2023-01-02,Elektronik,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,10085.39,1,0.0,10085.39,1411.96
2023-01-02,Kitap & Kırtasiye,Akdeniz,Mobil Uygulama,Sadık Müşteri,400.0,1,0.0,400.0,80.0
2023-01-02,Elektronik,Akdeniz,Mobil Uygulama,Sadık Müşteri,3622.49,1,0.0,3622.49,507.15
2023-01-02,Spor & Outdoor,Akdeniz,Mobil Uygulama,Yeni Müşteri,1118.59,1,0.0,1118.59,246.09
2023-01-02,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,3557.04,1,0.0,3557.04,497.99
2023-01-02,Elektronik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,12000.0,1,0.05,11400.0,1596.0
2023-01-02,Spor & Outdoor,Marmara,Mobil Uygulama,Sadık Müşteri,1469.12,1,0.0,1469.12,323.21
2023-01-02,Elektronik,Ege,Web Sitesi,Yeni Müşteri,12000.0,1,0.1,10800.0,1512.0
2023-01-02,Giyim,Marmara,Mobil Uygulama,Sadık Müşteri,349.12,1,0.0,349.12,111.72
2023-01-02,Giyim,Marmara,Mobil Uygulama,Sadık Müşteri,1200.0,1,0.0,1200.0,384.0
2023-01-02,Elektronik,Ege,Mobil Uygulama,Yeni Müşteri,2054.6,2,0.0,4109.21,575.29
2023-01-02,Kozmetik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,811.21,3,0.0,2433.64,924.78
2023-01-02,Spor & Outdoor,Marmara,Mobil Uygulama,Sadık Müşteri,2061.61,1,0.0,2061.61,453.55
2023-01-02,Spor & Outdoor,Akdeniz,Web Sitesi,Yeni Müşteri,1793.61,1,0.05,1703.93,374.86
2023-01-02,Giyim,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,278.1,1,0.0,278.1,88.99
2023-01-02,Ev & Yaşam,Marmara,Web Sitesi,Sadık Müşteri,1894.47,2,0.0,3788.93,985.12
2023-01-03,Ev & Yaşam,Marmara,Web Sitesi,Kayıtlı Müşteri,1478.47,1,0.05,1404.55,365.18
2023-01-03,Giyim,Marmara,Web Sitesi,Kayıtlı Müşteri,565.83,1,0.0,565.83,181.07
2023-01-03,Kozmetik,İç Anadolu,Web Sitesi,Yeni Müşteri,372.44,1,0.1,335.2,127.37
2023-01-03,Elektronik,Akdeniz,Web Sitesi,Yeni Müşteri,2981.69,1,0.0,2981.69,417.44
2023-01-03,Spor & Outdoor,Marmara,Mobil Uygulama,Sadık Müşteri,1763.92,3,0.0,5291.76,1164.19
2023-01-03,Ev & Yaşam,Marmara,Web Sitesi,Sadık Müşteri,959.46,1,0.0,959.46,249.46
2023-01-03,Kozmetik,Karadeniz,Web Sitesi,Yeni Müşteri,278.89,1,0.0,278.89,105.98
2023-01-03,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Yeni Müşteri,1347.02,1,0.0,1347.02,296.34
2023-01-03,Kitap & Kırtasiye,Karadeniz,Web Sitesi,Sadık Müşteri,334.19,1,0.05,317.49,63.5
2023-01-03,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,4165.26,1,0.0,4165.26,583.14
2023-01-03,Giyim,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,545.61,2,0.0,1091.22,349.19
2023-01-03,Elektronik,Ege,Web Sitesi,Yeni Müşteri,4100.0,1,0.0,4100.0,574.0
2023-01-03,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,3215.05,2,0.0,6430.11,900.22
2023-01-03,Ev & Yaşam,Karadeniz,Web Sitesi,Yeni Müşteri,1448.21,1,0.0,1448.21,376.53
2023-01-03,Kitap & Kırtasiye,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,75.45,1,0.0,75.45,15.09
2023-01-03,Kitap & Kırtasiye,Marmara,Web Sitesi,Yeni Müşteri,400.0,1,0.0,400.0,80.0
2023-01-03,Ev & Yaşam,Marmara,Web Sitesi,Yeni Müşteri,3372.91,1,0.1,3035.62,789.26
2023-01-03,Ev & Yaşam,Ege,Web Sitesi,Kayıtlı Müşteri,2009.72,1,0.0,2009.72,522.53
2023-01-03,Spor & Outdoor,Marmara,Web Sitesi,Sadık Müşteri,2858.22,2,0.0,5716.43,1257.62
2023-01-03,Kitap & Kırtasiye,Marmara,Mobil Uygulama,Kayıtlı Müşteri,192.76,2,0.0,385.53,77.11
2023-01-03,Elektronik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,2892.91,2,0.0,5785.81,810.01
2023-01-03,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,3169.46,2,0.05,6021.98,1565.72
2023-01-03,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,2327.55,1,0.0,2327.55,512.06
2023-01-03,Giyim,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,925.35,1,0.0,925.35,296.11
2023-01-03,Giyim,Marmara,Mobil Uygulama,Kayıtlı Müşteri,520.78,2,0.05,989.49,316.64
2023-01-03,Kitap & Kırtasiye,Marmara,Mobil Uygulama,Kayıtlı Müşteri,168.99,1,0.1,152.09,30.42
2023-01-03,Kitap & Kırtasiye,Ege,Mobil Uygulama,Kayıtlı Müşteri,148.15,1,0.0,148.15,29.63
2023-01-03,Spor & Outdoor,İç Anadolu,Web Sitesi,Sadık Müşteri,2817.81,1,0.0,2817.81,619.92
2023-01-03,Kozmetik,Ege,Mobil Uygulama,Sadık Müşteri,198.4,1,0.05,188.48,71.62
2023-01-03,Elektronik,Marmara,Web Sitesi,Yeni Müşteri,5736.66,1,0.0,5736.66,803.13
2023-01-03,Giyim,Marmara,Mobil Uygulama,Kayıtlı Müşteri,451.75,1,0.0,451.75,144.56
2023-01-03,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,2727.67,1,0.1,2454.9,638.27
2023-01-03,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,1666.32,2,0.1,2999.37,779.84
2023-01-03,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Yeni Müşteri,1346.01,1,0.0,1346.01,349.96
2023-01-03,Ev & Yaşam,Akdeniz,Mobil Uygulama,Yeni Müşteri,2227.41,1,0.0,2227.41,579.13
2023-01-03,Giyim,İç Anadolu,Mobil Uygulama,Sadık Müşteri,1200.0,1,0.05,1140.0,364.8
2023-01-03,Kozmetik,Ege,Mobil Uygulama,Kayıtlı Müşteri,462.48,1,0.0,462.48,175.74
2023-01-03,Giyim,Ege,Mobil Uygulama,Sadık Müşteri,671.6,1,0.0,671.6,214.91
2023-01-03,Giyim,Marmara,Mobil Uygulama,Yeni Müşteri,639.35,3,0.0,1918.06,613.78
2023-01-03,Elektronik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,8680.96,1,0.0,8680.96,1215.33
2023-01-03,Elektronik,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,12000.0,1,0.1,10800.0,1512.0
2023-01-03,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Yeni Müşteri,1406.57,1,0.0,1406.57,309.45
2023-01-03,Giyim,Marmara,Web Sitesi,Yeni Müşteri,715.86,1,0.0,715.86,229.07
2023-01-03,Elektronik,Akdeniz,Web Sitesi,Sadık Müşteri,10637.96,1,0.05,10106.06,1414.85
2023-01-03,Kozmetik,Doğu & Güneydoğu Anadolu,Web Sitesi,Yeni Müşteri,552.35,1,0.0,552.35,209.89
2023-01-03,Ev & Yaşam,Marmara,Web Sitesi,Yeni Müşteri,1544.83,1,0.0,1544.83,401.66
2023-01-03,Elektronik,Ege,Mobil Uygulama,Kayıtlı Müşteri,8834.36,1,0.0,8834.36,1236.81
2023-01-03,Giyim,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,643.17,2,0.0,1286.34,411.63
2023-01-03,Elektronik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,2847.07,1,0.05,2704.71,378.66
2023-01-03,Ev & Yaşam,Akdeniz,Web Sitesi,Kayıtlı Müşteri,1839.26,2,0.0,3678.51,956.41
2023-01-03,Elektronik,Ege,Web Sitesi,Sadık Müşteri,8360.59,1,0.0,8360.59,1170.48
2023-01-03,Elektronik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Yeni Müşteri,10009.26,1,0.0,10009.26,1401.3
2023-01-03,Elektronik,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,7849.42,1,0.05,7456.95,1043.97
2023-01-03,Ev & Yaşam,Marmara,Mobil Uygulama,Kayıtlı Müşteri,1871.68,1,0.0,1871.68,486.64
2023-01-03,Elektronik,İç Anadolu,Mobil Uygulama,Sadık Müşteri,4166.38,1,0.0,4166.38,583.29
2023-01-03,Spor & Outdoor,Ege,Web Sitesi,Kayıtlı Müşteri,2391.32,2,0.0,4782.63,1052.18
2023-01-03,Elektronik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,5323.91,1,0.05,5057.72,708.08
2023-01-03,Ev & Yaşam,Marmara,Web Sitesi,Yeni Müşteri,1626.4,1,0.0,1626.4,422.86
2023-01-03,Giyim,Doğu & Güneydoğu Anadolu,Web Sitesi,Yeni Müşteri,293.16,1,0.0,293.16,93.81
2023-01-03,Giyim,Marmara,Mobil Uygulama,Yeni Müşteri,609.58,2,0.0,1219.15,390.13
2023-01-03,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,7326.65,1,0.0,7326.65,1025.73
2023-01-03,Kozmetik,Karadeniz,Mobil Uygulama,Yeni Müşteri,685.77,2,0.05,1302.96,495.12
2023-01-03,Spor & Outdoor,Marmara,Web Sitesi,Kayıtlı Müşteri,2115.55,2,0.1,3808.0,837.76
2023-01-03,Elektronik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,12000.0,2,0.0,24000.0,3360.0
2023-01-03,Elektronik,Doğu & Güneydoğu Anadolu,Web Sitesi,Sadık Müşteri,6733.25,1,0.0,6733.25,942.65
2023-01-03,Spor & Outdoor,İç Anadolu,Web Sitesi,Sadık Müşteri,2223.31,1,0.0,2223.31,489.13
2023-01-03,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,3929.87,2,0.0,7859.73,2043.53
2023-01-03,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,7301.09,1,0.0,7301.09,1022.15
2023-01-03,Elektronik,Doğu & Güneydoğu Anadolu,Web Sitesi,Yeni Müşteri,10873.07,2,0.0,21746.14,3044.46
2023-01-03,Ev & Yaşam,Marmara,Web Sitesi,Sadık Müşteri,3130.43,1,0.0,3130.43,813.91
2023-01-03,Kozmetik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,578.15,1,0.05,549.24,208.71
2023-01-03,Ev & Yaşam,Marmara,Mobil Uygulama,Kayıtlı Müşteri,3819.59,1,0.0,3819.59,993.09
2023-01-03,Kitap & Kırtasiye,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,147.77,3,0.0,443.32,88.66
2023-01-03,Giyim,Doğu & Güneydoğu Anadolu,Web Sitesi,Sadık Müşteri,882.11,1,0.0,882.11,282.28
2023-01-03,Giyim,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,1117.13,1,0.0,1117.13,357.48
2023-01-03,Giyim,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,1021.16,1,0.05,970.11,310.43
2023-01-03,Giyim,Marmara,Mobil Uygulama,Sadık Müşteri,615.2,1,0.0,615.2,196.86
2023-01-03,Elektronik,İç Anadolu,Web Sitesi,Yeni Müşteri,4106.54,2,0.05,7802.42,1092.34
2023-01-03,Elektronik,Karadeniz,Mobil Uygulama,Sadık Müşteri,8923.43,1,0.0,8923.43,1249.28
2023-01-03,Giyim,İç Anadolu,Mobil Uygulama,Yeni Müşteri,927.18,1,0.0,927.18,296.7
2023-01-03,Kozmetik,Marmara,Web Sitesi,Kayıtlı Müşteri,203.81,1,0.0,203.81,77.45
2023-01-03,Elektronik,Karadeniz,Web Sitesi,Sadık Müşteri,9347.62,2,0.05,17760.48,2486.47
2023-01-03,Giyim,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,470.32,2,0.05,893.61,285.96
2023-01-03,Ev & Yaşam,Ege,Mobil Uygulama,Kayıtlı Müşteri,2227.16,1,0.0,2227.16,579.06
2023-01-03,Ev & Yaşam,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Yeni Müşteri,3722.71,1,0.0,3722.71,967.91
2023-01-03,Kozmetik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,461.11,1,0.1,415.0,157.7
2023-01-03,Kozmetik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,458.37,2,0.1,825.06,313.52
2023-01-03,Kozmetik,Marmara,Web Sitesi,Kayıtlı Müşteri,809.22,1,0.0,809.22,307.5
2023-01-03,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,8292.77,1,0.0,8292.77,1160.99
2023-01-03,Giyim,Marmara,Web Sitesi,Kayıtlı Müşteri,615.18,2,0.05,1168.84,374.03
2023-01-03,Ev & Yaşam,Ege,Mobil Uygulama,Yeni Müşteri,3883.54,2,0.0,7767.07,2019.44
2023-01-03,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,4880.83,1,0.1,4392.75,614.98
2023-01-03,Elektronik,Ege,Web Sitesi,Kayıtlı Müşteri,3821.44,1,0.0,3821.44,535.0
2023-01-03,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,10972.78,1,0.0,10972.78,1536.19
2023-01-03,Giyim,İç Anadolu,Web Sitesi,Sadık Müşteri,491.67,1,0.0,491.67,157.33
2023-01-03,Giyim,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,590.22,2,0.0,1180.44,377.74
2023-01-03,Elektronik,Akdeniz,Web Sitesi,Yeni Müşteri,4488.03,1,0.05,4263.63,596.91
2023-01-03,Spor & Outdoor,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,1488.3,1,0.0,1488.3,327.43
2023-01-03,Kitap & Kırtasiye,İç Anadolu,Web Sitesi,Sadık Müşteri,190.28,1,0.0,190.28,38.06
2023-01-03,Elektronik,Karadeniz,Mobil Uygulama,Yeni Müşteri,8393.27,1,0.0,8393.27,1175.06
2023-01-03,Kitap & Kırtasiye,Ege,Mobil Uygulama,Yeni Müşteri,267.46,1,0.0,267.46,53.49
2023-01-03,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,12000.0,1,0.0,12000.0,1680.0
2023-01-03,Kitap & Kırtasiye,Karadeniz,Mobil Uygulama,Yeni Müşteri,263.73,1,0.05,250.55,50.11
2023-01-03,Kitap & Kırtasiye,İç Anadolu,Mobil Uygulama,Sadık Müşteri,336.53,1,0.0,336.53,67.31
2023-01-03,Elektronik,Marmara,Mobil Uygulama,Sadık Müşteri,6553.36,1,0.0,6553.36,917.47
2023-01-03,Kozmetik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,838.67,1,0.05,796.73,302.76
2023-01-03,Kitap & Kırtasiye,Marmara,Mobil Uygulama,Kayıtlı Müşteri,135.13,2,0.05,256.74,51.35
2023-01-03,Spor & Outdoor,Marmara,Mobil Uygulama,Yeni Müşteri,3378.39,1,0.0,3378.39,743.24
2023-01-03,Kitap & Kırtasiye,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,229.56,1,0.1,206.61,41.32
2023-01-03,Ev & Yaşam,Marmara,Mobil Uygulama,Kayıtlı Müşteri,2978.19,1,0.0,2978.19,774.33
2023-01-03,Elektronik,Akdeniz,Web Sitesi,Kayıtlı Müşteri,10487.84,1,0.0,10487.84,1468.3
2023-01-03,Spor & Outdoor,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Yeni Müşteri,2155.29,3,0.0,6465.88,1422.49
2023-01-03,Ev & Yaşam,Ege,Mobil Uygulama,Kayıtlı Müşteri,1924.3,2,0.0,3848.59,1000.63
2023-01-03,Ev & Yaşam,Akdeniz,Mobil Uygulama,Sadık Müşteri,1958.0,1,0.0,1958.0,509.08
2023-01-03,Giyim,Akdeniz,Web Sitesi,Yeni Müşteri,659.75,1,0.0,659.75,211.12
2023-01-03,Ev & Yaşam,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Yeni Müşteri,3232.6,1,0.0,3232.6,840.48
2023-01-03,Elektronik,İç Anadolu,Web Sitesi,Yeni Müşteri,10989.28,1,0.0,10989.28,1538.5
2023-01-03,Kozmetik,Marmara,Web Sitesi,Kayıtlı Müşteri,361.16,1,0.1,325.04,123.52
2023-01-03,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,5698.22,2,0.0,11396.44,1595.5
2023-01-03,Kozmetik,Ege,Web Sitesi,Sadık Müşteri,277.66,3,0.05,791.34,300.71
2023-01-03,Spor & Outdoor,Marmara,Web Sitesi,Kayıtlı Müşteri,1461.9,1,0.0,1461.9,321.62
2023-01-03,Giyim,Ege,Mobil Uygulama,Sadık Müşteri,418.42,1,0.1,376.58,120.5
2023-01-03,Ev & Yaşam,Marmara,Mobil Uygulama,Sadık Müşteri,3788.62,1,0.0,3788.62,985.04
2023-01-03,Giyim,Doğu & Güneydoğu Anadolu,Web Sitesi,Yeni Müşteri,440.22,1,0.0,440.22,140.87
2023-01-03,Kitap & Kırtasiye,Marmara,Web Sitesi,Kayıtlı Müşteri,362.38,1,0.0,362.38,72.48
2023-01-03,Kozmetik,Marmara,Mobil Uygulama,Yeni Müşteri,436.02,2,0.0,872.04,331.37
2023-01-03,Giyim,Marmara,Mobil Uygulama,Kayıtlı Müşteri,763.29,1,0.0,763.29,244.25
2023-01-03,Elektronik,Marmara,Mobil Uygulama,Sadık Müşteri,6473.36,1,0.0,6473.36,906.27
2023-01-03,Elektronik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,8198.03,1,0.0,8198.03,1147.72
2023-01-03,Giyim,Marmara,Web Sitesi,Sadık Müşteri,947.53,2,0.1,1705.55,545.78
2023-01-03,Kitap & Kırtasiye,Marmara,Mobil Uygulama,Kayıtlı Müşteri,169.11,1,0.0,169.11,33.82
2023-01-03,Kozmetik,Marmara,Web Sitesi,Kayıtlı Müşteri,343.92,1,0.0,343.92,130.69
2023-01-03,Elektronik,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,8917.57,1,0.05,8471.69,1186.04
2023-01-03,Spor & Outdoor,İç Anadolu,Web Sitesi,Yeni Müşteri,2333.35,1,0.0,2333.35,513.34
2023-01-03,Giyim,Marmara,Web Sitesi,Yeni Müşteri,527.98,1,0.0,527.98,168.95
2023-01-03,Spor & Outdoor,Marmara,Web Sitesi,Kayıtlı Müşteri,1460.93,1,0.0,1460.93,321.41
2023-01-03,Elektronik,Marmara,Web Sitesi,Yeni Müşteri,12000.0,1,0.0,12000.0,1680.0
2023-01-03,Ev & Yaşam,Marmara,Web Sitesi,Sadık Müşteri,3271.54,1,0.05,3107.96,808.07
2023-01-03,Kitap & Kırtasiye,Marmara,Mobil Uygulama,Yeni Müşteri,216.05,1,0.0,216.05,43.21
2023-01-03,Elektronik,Akdeniz,Mobil Uygulama,Yeni Müşteri,5023.79,1,0.05,4772.6,668.16
2023-01-03,Kozmetik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Sadık Müşteri,330.01,1,0.0,330.01,125.4
2023-01-03,Kitap & Kırtasiye,Doğu & Güneydoğu Anadolu,Web Sitesi,Yeni Müşteri,291.39,1,0.0,291.39,58.28
2023-01-03,Elektronik,İç Anadolu,Web Sitesi,Sadık Müşteri,7960.29,1,0.0,7960.29,1114.44
2023-01-03,Elektronik,Ege,Mobil Uygulama,Kayıtlı Müşteri,9514.95,1,0.0,9514.95,1332.09
2023-01-03,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,1377.93,1,0.0,1377.93,358.26
2023-01-04,Elektronik,Akdeniz,Web Sitesi,Kayıtlı Müşteri,8917.4,1,0.0,8917.4,1248.44
2023-01-04,Elektronik,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,1821.63,1,0.0,1821.63,255.03
2023-01-04,Elektronik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,4857.22,1,0.0,4857.22,680.01
2023-01-04,Elektronik,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,5997.1,1,0.0,5997.1,839.59
2023-01-04,Giyim,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,421.46,1,0.0,421.46,134.87
2023-01-04,Ev & Yaşam,Marmara,Mobil Uygulama,Sadık Müşteri,2052.53,1,0.0,2052.53,533.66
2023-01-04,Elektronik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,6504.97,1,0.05,6179.72,865.16
2023-01-04,Elektronik,Marmara,Web Sitesi,Kayıtlı Müşteri,3163.59,1,0.0,3163.59,442.9
2023-01-04,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,4677.39,3,0.05,13330.56,1866.28
2023-01-04,Ev & Yaşam,Akdeniz,Web Sitesi,Yeni Müşteri,1311.69,2,0.0,2623.37,682.08
2023-01-04,Giyim,İç Anadolu,Web Sitesi,Sadık Müşteri,740.75,1,0.05,703.71,225.19
2023-01-04,Ev & Yaşam,Ege,Mobil Uygulama,Kayıtlı Müşteri,1959.14,1,0.05,1861.18,483.91
2023-01-04,Elektronik,Marmara,Web Sitesi,Yeni Müşteri,4909.51,1,0.0,4909.51,687.33
2023-01-04,Elektronik,Marmara,Web Sitesi,Sadık Müşteri,3793.49,3,0.0,11380.46,1593.27
2023-01-04,Kitap & Kırtasiye,Marmara,Web Sitesi,Kayıtlı Müşteri,134.22,1,0.0,134.22,26.84
2023-01-04,Elektronik,Karadeniz,Mobil Uygulama,Yeni Müşteri,4094.75,1,0.05,3890.02,544.6
2023-01-04,Elektronik,Ege,Mobil Uygulama,Yeni Müşteri,4923.4,2,0.0,9846.8,1378.55
2023-01-04,Elektronik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,4461.93,1,0.05,4238.83,593.44
2023-01-04,Kitap & Kırtasiye,Akdeniz,Web Sitesi,Kayıtlı Müşteri,122.63,1,0.05,116.5,23.3
2023-01-04,Ev & Yaşam,Marmara,Web Sitesi,Yeni Müşteri,1716.97,1,0.0,1716.97,446.41
2023-01-04,Ev & Yaşam,Marmara,Web Sitesi,Sadık Müşteri,1988.57,2,0.0,3977.14,1034.06
2023-01-04,Kitap & Kırtasiye,Marmara,Web Sitesi,Sadık Müşteri,227.89,2,0.05,433.0,86.6
2023-01-04,Elektronik,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,6334.06,1,0.05,6017.36,842.43
2023-01-04,Kitap & Kırtasiye,Akdeniz,Web Sitesi,Kayıtlı Müşteri,228.63,1,0.0,228.63,45.73
2023-01-04,Elektronik,Ege,Mobil Uygulama,Yeni Müşteri,5838.95,1,0.0,5838.95,817.45
2023-01-04,Ev & Yaşam,Marmara,Web Sitesi,Yeni Müşteri,4000.0,2,0.0,8000.0,2080.0
2023-01-04,Giyim,Marmara,Mobil Uygulama,Kayıtlı Müşteri,810.59,2,0.05,1540.12,492.84
2023-01-04,Giyim,Ege,Mobil Uygulama,Yeni Müşteri,310.81,3,0.1,839.2,268.54
2023-01-04,Kitap & Kırtasiye,İç Anadolu,Mobil Uygulama,Yeni Müşteri,225.62,1,0.0,225.62,45.12
2023-01-04,Elektronik,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,4587.49,1,0.0,4587.49,642.25
2023-01-04,Kitap & Kırtasiye,Akdeniz,Mobil Uygulama,Yeni Müşteri,400.0,1,0.0,400.0,80.0
2023-01-04,Giyim,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,658.69,1,0.0,658.69,210.78
2023-01-04,Ev & Yaşam,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,1746.4,2,0.0,3492.8,908.13
2023-01-04,Kitap & Kırtasiye,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Sadık Müşteri,168.75,1,0.0,168.75,33.75
2023-01-04,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,8443.0,1,0.05,8020.85,1122.92
2023-01-04,Kitap & Kırtasiye,Ege,Web Sitesi,Sadık Müşteri,400.0,1,0.0,400.0,80.0
2023-01-04,Ev & Yaşam,Karadeniz,Web Sitesi,Kayıtlı Müşteri,1324.65,2,0.0,2649.3,688.82
2023-01-04,Kozmetik,Marmara,Mobil Uygulama,Sadık Müşteri,492.04,1,0.0,492.04,186.97
2023-01-04,Elektronik,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,3303.32,1,0.1,2972.99,416.22
2023-01-04,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,3738.47,2,0.05,7103.09,1846.8
2023-01-04,Ev & Yaşam,Ege,Mobil Uygulama,Sadık Müşteri,3086.23,1,0.0,3086.23,802.42
